Player,Pos,Squad,Comp,MP,Min,Gls,Ast,GA,xG,npxG,xAG,Sh,SoT,SoT_pct,KP,SCA,GCA,Succ_pct,Goals_per90,Assists_per90,xG_per90,Finishing,Shot_Accuracy
Leo Román,GK,Mallorca,es La Liga,7,630,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,100.0,0.0,0.0,0.0,0.0,
Carlos Romero,DF,Espanyol,es La Liga,34,2554,2,1,3,2.0,2.0,2.1,29,6,20.7,29,62,4,42.3,0.07,0.04,0.07,0.0,20.69
Cristian Romero,DF,Tottenham,eng Premier League,18,1416,1,0,1,1.6,1.6,0.6,16,8,50.0,7,20,4,25.0,0.06,0.0,0.1,-0.6,50.0
Isaac Romero,FW,Sevilla,es La Liga,31,2156,4,2,6,6.8,6.0,2.1,53,17,32.1,20,44,7,32.3,0.17,0.08,0.28,-2.8,32.08
Oriol Romeu,MF,Girona,es La Liga,25,1356,0,0,0,0.1,0.1,0.3,5,1,20.0,8,20,1,50.0,0.0,0.0,0.01,-0.1,20.0
Valentin Rongier,"MF,DF",Marseille,fr Ligue 1,25,1562,3,1,4,1.0,1.0,1.1,14,7,50.0,11,35,6,68.8,0.17,0.06,0.06,2.0,50.0
Marten de Roon,"MF,DF",Atalanta,it Serie A,36,3058,4,4,8,0.9,0.9,2.3,14,4,28.6,25,73,14,46.2,0.12,0.12,0.03,3.1,28.57
Vitor Roque,FW,Betis,es La Liga,22,1235,4,0,4,6.1,6.1,1.2,41,18,43.9,12,34,4,25.6,0.29,0.0,0.44,-2.1,43.9
Pablo Rosario,"MF,DF",Nice,fr Ligue 1,29,1775,3,1,4,3.8,3.0,0.6,16,7,43.8,16,35,2,52.9,0.15,0.05,0.19,-0.8,43.75
Lasse Rosenboom,DF,Holstein Kiel,de Bundesliga,26,1734,2,2,4,1.9,1.9,1.1,12,5,41.7,14,25,3,36.8,0.1,0.1,0.1,0.1,41.67
Max Rosenfelder,DF,Freiburg,de Bundesliga,25,1249,1,0,1,0.4,0.4,0.7,5,1,20.0,5,15,1,56.0,0.07,0.0,0.03,0.6,20.0
Valentin Rosier,DF,Leganés,es La Liga,32,2595,1,2,3,0.9,0.9,1.1,14,4,28.6,11,35,6,51.1,0.03,0.07,0.03,0.1,28.57
Tom Rothe,"DF,MF",Union Berlin,de Bundesliga,26,1670,3,3,6,1.8,1.8,1.3,23,9,39.1,12,35,7,25.0,0.16,0.16,0.1,1.2,39.13
Anthony Rouault,DF,Rennes,fr Ligue 1,11,972,0,0,0,0.5,0.5,0.0,7,3,42.9,1,10,0,0.0,0.0,0.0,0.05,-0.5,42.86
Anthony Rouault,DF,Stuttgart,de Bundesliga,18,1212,1,0,1,0.5,0.5,0.3,5,1,20.0,6,11,0,40.0,0.07,0.0,0.04,0.5,20.0
Nicolò Rovella,MF,Lazio,it Serie A,33,2718,0,3,3,1.5,1.5,2.2,28,8,28.6,31,71,3,72.0,0.0,0.1,0.05,-1.5,28.57
Jon Rowe,"FW,MF",Marseille,fr Ligue 1,28,807,3,3,6,3.5,3.5,4.5,36,15,41.7,18,38,7,41.7,0.33,0.33,0.39,-0.5,41.67
Amir Rrahmani,DF,Napoli,it Serie A,38,3406,1,3,4,2.9,2.9,1.1,28,3,10.7,11,42,4,66.7,0.03,0.08,0.08,-1.9,10.71
Antonio Rüdiger,DF,Real Madrid,es La Liga,29,2291,0,0,0,1.7,1.7,0.5,24,4,16.7,7,28,2,42.9,0.0,0.0,0.07,-1.7,16.67
Matteo Ruggeri,DF,Atalanta,it Serie A,30,1751,0,3,3,0.2,0.2,2.0,3,2,66.7,24,39,4,54.5,0.0,0.15,0.01,-0.2,66.67
Aitor Ruibal,"DF,FW",Betis,es La Liga,29,1313,1,3,4,0.9,0.9,2.4,16,4,25.0,20,36,4,51.9,0.07,0.21,0.06,0.1,25.0
Abel Ruiz,FW,Girona,es La Liga,23,1346,4,0,4,4.6,3.0,0.5,21,7,33.3,8,17,1,35.0,0.27,0.0,0.31,-0.6,33.33
Fabián Ruiz Peña,MF,Paris S-G,fr Ligue 1,30,1923,4,5,9,4.3,4.3,4.7,43,12,27.9,36,89,14,70.0,0.19,0.23,0.2,-0.3,27.91
Gerónimo Rulli,GK,Marseille,fr Ligue 1,34,3060,0,0,0,0.0,0.0,0.1,0,0,0.0,2,8,2,0.0,0.0,0.0,0.0,0.0,
Georginio Rutter,"MF,FW",Brighton,eng Premier League,28,1656,5,3,8,4.6,4.6,2.5,50,12,24.0,19,64,8,38.0,0.27,0.16,0.25,0.4,24.0
Mathew Ryan,GK,Lens,fr Ligue 1,14,1260,0,0,0,0.0,0.0,0.0,0,0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,
Julian Ryerson,DF,Dortmund,de Bundesliga,29,2259,2,3,5,0.7,0.7,4.5,18,5,27.8,36,56,5,57.1,0.08,0.12,0.03,1.3,27.78
Frederik Rønnow,GK,Union Berlin,de Bundesliga,28,2520,0,0,0,0.1,0.1,0.0,1,0,0.0,0,6,0,100.0,0.0,0.0,0.0,-0.1,0.0
José Sá,GK,Wolves,eng Premier League,29,2609,0,0,0,0.0,0.0,0.2,0,0,0.0,3,5,0,100.0,0.0,0.0,0.0,0.0,
Elias Saad,"FW,MF",St. Pauli,de Bundesliga,18,900,3,2,5,2.8,2.8,0.8,26,8,30.8,14,35,4,29.6,0.3,0.2,0.28,0.2,30.77
Youssouf Sabaly,DF,Betis,es La Liga,22,1581,0,1,1,0.2,0.2,0.8,5,0,0.0,11,19,3,40.0,0.0,0.06,0.01,-0.2,0.0
Emmanuel Sabbi,"FW,MF",Le Havre,fr Ligue 1,15,653,0,0,0,1.9,1.9,0.6,15,4,26.7,4,20,2,37.9,0.0,0.0,0.26,-1.9,26.67
Stefano Sabelli,DF,Genoa,it Serie A,34,2058,0,2,2,0.1,0.1,1.9,6,1,16.7,18,38,2,30.8,0.0,0.09,0.0,-0.1,16.67
Marcel Sabitzer,MF,Dortmund,de Bundesliga,26,1616,1,0,1,1.8,1.8,1.6,21,8,38.1,12,42,6,40.0,0.06,0.0,0.1,-0.8,38.1
Falaye Sacko,DF,Montpellier,fr Ligue 1,16,1233,0,1,1,0.0,0.0,0.2,0,0,0.0,7,20,1,22.2,0.0,0.07,0.0,0.0,
Umar Sadiq,FW,Valencia,es La Liga,16,825,5,0,5,3.4,3.4,0.7,20,7,35.0,6,15,3,44.0,0.55,0.0,0.37,1.6,35.0
Alexis Saelemaekers,"DF,FW",Roma,it Serie A,22,1389,7,3,10,2.5,2.5,2.6,25,12,48.0,24,55,10,42.3,0.45,0.19,0.16,4.5,48.0
Jorge Sáenz,DF,Leganés,es La Liga,23,1690,1,0,1,1.3,1.3,0.1,8,3,37.5,2,10,0,57.1,0.05,0.0,0.07,-0.3,37.5
Matvei Safonov,GK,Paris S-G,fr Ligue 1,10,879,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,
Modibo Sagnan,DF,Montpellier,fr Ligue 1,27,2141,2,0,2,0.7,0.7,0.6,11,3,27.3,6,15,2,65.0,0.08,0.0,0.03,1.3,27.27
Osame Sahraoui,"FW,MF",Lille,fr Ligue 1,30,1293,3,3,6,2.9,2.9,3.6,23,8,34.8,29,67,6,44.3,0.21,0.21,0.2,0.1,34.78
Wesley Saïd,FW,Lens,fr Ligue 1,24,905,3,0,3,3.2,3.2,1.0,17,7,41.2,9,27,0,47.4,0.3,0.0,0.32,-0.2,41.18
Théo Sainte-Luce,DF,Montpellier,fr Ligue 1,16,1018,1,0,1,1.0,1.0,0.8,8,4,50.0,8,12,0,60.0,0.09,0.0,0.09,0.0,50.0
Bukayo Saka,"FW,MF",Arsenal,eng Premier League,25,1729,6,10,16,6.8,6.0,7.6,66,22,33.3,58,117,23,45.6,0.31,0.52,0.35,-0.8,33.33
Ibrahim Salah,FW,Brest,fr Ligue 1,12,358,1,1,2,0.6,0.6,0.6,13,4,30.8,6,11,2,36.0,0.25,0.25,0.15,0.4,30.77
Mohamed Salah,FW,Liverpool,eng Premier League,38,3371,29,18,47,25.2,18.2,14.2,121,50,41.3,88,169,27,42.3,0.77,0.48,0.67,3.8,41.32
Amine Salama,FW,Reims,fr Ligue 1,17,373,0,0,0,0.7,0.7,0.3,9,3,33.3,5,8,0,41.2,0.0,0.0,0.17,-0.7,33.33
Kike Salas,DF,Sevilla,es La Liga,31,2238,3,2,5,1.9,1.9,0.6,23,6,26.1,6,17,4,60.0,0.12,0.08,0.08,1.1,26.09
Manolis Saliakas,"MF,DF",St. Pauli,de Bundesliga,30,2314,2,1,3,1.5,1.5,2.6,29,6,20.7,26,59,5,33.3,0.08,0.04,0.06,0.5,20.69
William Saliba,DF,Arsenal,eng Premier League,35,3039,2,0,2,2.3,2.3,0.9,6,2,33.3,7,27,1,63.2,0.06,0.0,0.07,-0.3,33.33
Mohammed Salisu,DF,Monaco,fr Ligue 1,15,1023,1,0,1,0.8,0.8,0.1,8,4,50.0,3,14,1,0.0,0.09,0.0,0.07,0.2,50.0
Yoann Salmier,DF,Le Havre,fr Ligue 1,13,797,0,0,0,0.8,0.8,0.2,5,2,40.0,2,3,1,80.0,0.0,0.0,0.09,-0.8,40.0
Lazar Samardzic,MF,Atalanta,it Serie A,31,1169,2,1,3,2.0,2.0,2.9,33,12,36.4,35,77,6,45.0,0.15,0.08,0.15,0.0,36.36
Mama Samba Baldé,FW,Brest,fr Ligue 1,27,1149,2,3,5,3.0,3.0,2.1,29,8,27.6,16,42,5,30.9,0.16,0.23,0.23,-1.0,27.59
Brice Samba,GK,Rennes,fr Ligue 1,17,1529,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,
Brice Samba,GK,Lens,fr Ligue 1,15,1350,0,0,0,0.0,0.0,0.0,0,0,0.0,0,4,0,100.0,0.0,0.0,0.0,0.0,
Albert Sambi Lokonga,MF,Sevilla,es La Liga,22,1471,0,2,2,0.9,0.9,1.0,13,5,38.5,19,35,3,40.0,0.0,0.12,0.06,-0.9,38.46
Junior Sambia,"DF,FW",Empoli,it Serie A,17,387,0,0,0,0.4,0.4,0.3,10,1,10.0,6,11,0,36.8,0.0,0.0,0.09,-0.4,10.0
Chuky san jose,MF,Valladolid,es La Liga,18,728,2,0,2,2.2,2.2,1.2,16,7,43.8,8,15,2,44.4,0.25,0.0,0.27,-0.2,43.75
Antonio Sanabria,FW,Torino,it Serie A,26,1318,2,1,3,2.9,2.1,0.5,18,4,22.2,9,21,3,54.5,0.14,0.07,0.2,-0.9,22.22
Oihan Sancet,MF,Athletic Club,es La Liga,29,1620,15,1,16,9.7,7.3,1.9,47,17,36.2,21,50,8,48.0,0.83,0.06,0.54,5.3,36.17
Alexis Sánchez,FW,Udinese,it Serie A,13,437,0,0,0,0.8,0.8,0.2,7,0,0.0,3,18,0,57.1,0.0,0.0,0.16,-0.8,0.0
Antonio Sánchez,"MF,DF",Mallorca,es La Liga,33,1395,0,0,0,1.1,1.1,0.6,17,2,11.8,5,18,0,56.0,0.0,0.0,0.07,-1.1,11.76
Iván Sánchez,"MF,FW",Valladolid,es La Liga,32,1404,2,1,3,0.7,0.7,2.9,15,5,33.3,24,64,5,57.1,0.13,0.06,0.04,1.3,33.33
Javi Sánchez,DF,Valladolid,es La Liga,25,2026,2,0,2,0.5,0.5,0.3,11,5,45.5,6,14,2,100.0,0.09,0.0,0.02,1.5,45.45
Juanlu Sánchez,"MF,DF",Sevilla,es La Liga,32,1722,4,4,8,2.1,2.1,2.8,13,6,46.2,24,40,5,39.3,0.21,0.21,0.11,1.9,46.15
Manu Sánchez,DF,Alavés,es La Liga,33,2634,1,0,1,1.7,1.7,1.2,12,2,16.7,16,40,3,21.6,0.03,0.0,0.06,-0.7,16.67
Robert Sánchez,GK,Chelsea,eng Premier League,32,2880,0,0,0,0.0,0.0,0.1,0,0,0.0,2,7,2,0.0,0.0,0.0,0.0,0.0,
Jadon Sancho,FW,Chelsea,eng Premier League,31,1764,3,4,7,2.2,2.2,3.7,24,8,33.3,38,70,10,46.4,0.15,0.2,0.11,0.8,33.33
Philipp Sander,MF,Gladbach,de Bundesliga,27,1400,1,0,1,1.2,1.2,0.6,18,7,38.9,13,28,1,61.1,0.06,0.0,0.08,-0.2,38.89
James Sands,"MF,DF",St. Pauli,de Bundesliga,7,453,0,0,0,0.1,0.1,0.0,1,0,0.0,1,7,0,100.0,0.0,0.0,0.02,-0.1,0.0
Leroy Sané,FW,Bayern Munich,de Bundesliga,30,1637,11,5,16,10.2,10.2,5.5,67,29,43.3,36,76,9,39.0,0.6,0.27,0.56,0.8,43.28
Arouna Sangante,DF,Le Havre,fr Ligue 1,16,1244,3,0,3,1.0,1.0,0.1,7,4,57.1,3,12,0,83.3,0.22,0.0,0.07,2.0,57.14
Ibrahim Sangaré,MF,Nott'ham Forest,eng Premier League,13,590,0,1,1,0.0,0.0,0.4,1,1,100.0,4,8,0,0.0,0.0,0.15,0.0,0.0,100.0
Nhoa Sangui,"DF,MF",Reims,fr Ligue 1,26,1158,0,2,2,0.1,0.1,0.5,3,0,0.0,5,18,5,52.6,0.0,0.16,0.01,-0.1,0.0
Maroan Sannadi,FW,Athletic Club,es La Liga,16,754,1,1,2,3.5,3.5,0.6,19,7,36.8,7,16,2,46.7,0.12,0.12,0.42,-2.5,36.84
Kaishu Sano,MF,Mainz 05,de Bundesliga,34,3043,0,0,0,0.9,0.9,1.2,20,2,10.0,19,62,5,62.7,0.0,0.0,0.03,-0.9,10.0
Baptiste Santamaria,MF,Nice,fr Ligue 1,13,927,0,0,0,0.9,0.9,1.0,16,3,18.8,9,21,1,61.5,0.0,0.0,0.09,-0.9,18.75
Baptiste Santamaria,MF,Rennes,fr Ligue 1,10,482,0,1,1,0.1,0.1,0.3,4,1,25.0,4,10,2,20.0,0.0,0.19,0.02,-0.1,25.0
Jesús Santiago,MF,Getafe,es La Liga,19,372,0,0,0,0.0,0.0,0.0,1,0,0.0,0,6,0,14.3,0.0,0.0,0.0,0.0,0.0
Andrey Santos,MF,Strasbourg,fr Ligue 1,32,2855,10,3,13,5.1,5.1,3.3,46,16,34.8,27,56,6,48.6,0.32,0.09,0.16,4.9,34.78
Kauã Santos,GK,Eint Frankfurt,de Bundesliga,9,765,0,0,0,0.0,0.0,0.0,0,0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,
Tiago Santos,DF,Lille,fr Ligue 1,7,404,0,0,0,0.4,0.4,0.6,8,4,50.0,5,16,3,57.1,0.0,0.0,0.09,-0.4,50.0
Pablo Sarabia,"MF,FW",Wolves,eng Premier League,23,814,3,2,5,2.9,2.9,1.8,17,8,47.1,15,28,5,40.0,0.33,0.22,0.32,0.1,47.06
Amin Sarr,FW,Hellas Verona,it Serie A,32,1907,4,1,5,3.2,3.2,2.1,23,7,30.4,22,45,4,42.4,0.19,0.05,0.15,0.8,30.43
Ismaila Sarr,MF,Crystal Palace,eng Premier League,38,2711,8,6,14,10.7,10.7,8.5,59,29,49.2,44,110,12,27.9,0.27,0.2,0.36,-2.7,49.15
Malang Sarr,DF,Lens,fr Ligue 1,21,1385,0,0,0,0.3,0.3,0.3,6,1,16.7,5,21,2,50.0,0.0,0.0,0.02,-0.3,16.67
Mamadou Sarr,DF,Strasbourg,fr Ligue 1,27,2365,0,1,1,0.8,0.8,0.3,5,0,0.0,5,12,2,52.6,0.0,0.04,0.03,-0.8,0.0
Razvan Sava,GK,Udinese,it Serie A,12,1080,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,
Téji Savanier,MF,Montpellier,fr Ligue 1,31,2363,2,5,7,3.8,2.3,6.9,45,14,31.1,67,122,7,40.3,0.08,0.19,0.14,-1.8,31.11
Sávio,"FW,MF",Manchester City,eng Premier League,29,1766,1,8,9,5.0,5.0,6.9,55,21,38.2,46,111,15,46.0,0.05,0.41,0.25,-4.0,38.18
Nicolò Savona,DF,Juventus,it Serie A,28,1724,2,1,3,0.5,0.5,1.2,6,4,66.7,16,29,2,54.5,0.1,0.05,0.03,1.5,66.67
Joe Scally,DF,Gladbach,de Bundesliga,32,2578,0,0,0,0.4,0.4,1.1,6,1,16.7,11,28,2,52.5,0.0,0.0,0.01,-0.4,16.67
Oliver Scarles,"DF,FW",West Ham,eng Premier League,15,665,0,0,0,0.1,0.1,0.1,3,0,0.0,2,6,0,28.6,0.0,0.0,0.01,-0.1,0.0
Kevin Schade,FW,Brentford,eng Premier League,38,2293,11,2,13,8.2,8.2,3.7,55,27,49.1,23,57,9,33.7,0.43,0.08,0.32,2.8,49.09
András Schäfer,MF,Union Berlin,de Bundesliga,26,1534,1,1,2,0.6,0.6,0.9,12,1,8.3,10,29,3,44.8,0.06,0.06,0.04,0.4,8.33
Fabian Schär,DF,Newcastle Utd,eng Premier League,34,2934,4,0,4,3.7,3.7,0.4,40,11,27.5,5,37,4,61.5,0.12,0.0,0.11,0.3,27.5
Patrik Schick,FW,Leverkusen,de Bundesliga,31,1684,21,0,21,12.7,11.9,0.6,68,32,47.1,11,34,3,38.5,1.12,0.0,0.68,8.3,47.06
Joël Schingtienne,DF,Venezia,it Serie A,16,1122,0,0,0,0.0,0.0,0.1,0,0,0.0,3,10,0,55.6,0.0,0.0,0.0,0.0,
Keven Schlotterbeck,DF,Augsburg,de Bundesliga,18,1297,3,1,4,0.8,0.8,0.6,12,4,33.3,7,24,2,100.0,0.21,0.07,0.06,2.2,33.33
Nico Schlotterbeck,DF,Dortmund,de Bundesliga,23,1982,0,4,4,1.3,1.3,2.1,17,4,23.5,18,50,6,63.6,0.0,0.18,0.06,-1.3,23.53
Romano Schmid,MF,Werder Bremen,de Bundesliga,32,2834,5,4,9,4.3,3.5,6.2,47,13,27.7,68,151,13,47.4,0.16,0.13,0.14,0.7,27.66
Jan Schöppner,MF,Heidenheim,de Bundesliga,33,2681,4,3,7,3.9,3.9,3.4,41,13,31.7,25,56,4,43.8,0.13,0.1,0.13,0.1,31.71
Marvin Schulz,"MF,DF",Holstein Kiel,de Bundesliga,12,306,0,0,0,0.0,0.0,0.7,3,1,33.3,4,8,0,25.0,0.0,0.0,0.0,0.0,33.33
Alexander Schwolow,GK,Union Berlin,de Bundesliga,6,540,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,
Léo Scienza,"FW,MF",Heidenheim,de Bundesliga,25,1153,3,3,6,2.0,2.0,3.7,38,15,39.5,34,82,7,44.6,0.23,0.23,0.16,1.0,39.47
Alex Scott,MF,Bournemouth,eng Premier League,20,755,0,0,0,0.7,0.7,0.9,15,6,40.0,12,29,2,23.1,0.0,0.0,0.08,-0.7,40.0
Simone Scuffet,GK,Cagliari,it Serie A,13,1170,0,0,0,0.0,0.0,0.0,0,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,
Aleksandar Sedlar,DF,Alavés,es La Liga,9,594,0,0,0,0.0,0.0,0.0,1,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0
Alidu Seidu,DF,Rennes,fr Ligue 1,11,803,0,0,0,0.1,0.1,0.3,3,0,0.0,5,12,0,50.0,0.0,0.0,0.01,-0.1,0.0
Nicolas Seiwald,"MF,DF",RB Leipzig,de Bundesliga,30,2084,0,0,0,0.2,0.2,1.7,5,0,0.0,20,49,3,40.0,0.0,0.0,0.01,-0.2,0.0
Hiroki Sekine,DF,Reims,fr Ligue 1,15,887,0,0,0,0.1,0.1,0.2,5,0,0.0,3,19,1,50.0,0.0,0.0,0.01,-0.1,0.0
Matz Sels,GK,Nott'ham Forest,eng Premier League,38,3420,0,0,0,0.0,0.0,0.4,0,0,0.0,2,6,0,0.0,0.0,0.0,0.0,0.0,
Nélson Semedo,DF,Wolves,eng Premier League,34,2886,0,4,4,0.9,0.9,2.8,18,7,38.9,25,60,6,45.1,0.0,0.12,0.03,-0.9,38.89
Antoine Semenyo,FW,Bournemouth,eng Premier League,37,3203,11,5,16,10.0,10.0,5.8,125,40,32.0,46,132,13,51.1,0.31,0.14,0.28,1.0,32.0
Marcos Senesi,DF,Bournemouth,eng Premier League,17,1106,0,0,0,0.8,0.8,0.2,3,0,0.0,3,16,1,60.0,0.0,0.0,0.07,-0.8,0.0
Suat Serdar,MF,Hellas Verona,it Serie A,22,1376,2,1,3,1.9,1.9,1.0,30,8,26.7,10,29,1,51.4,0.13,0.07,0.12,0.1,26.67
Sergi,DF,Leganés,es La Liga,36,2957,2,0,2,1.5,1.5,0.4,13,5,38.5,5,12,3,80.0,0.06,0.0,0.05,0.5,38.46
Benjamin Šeško,"FW,MF",RB Leipzig,de Bundesliga,33,2380,13,5,18,10.0,8.4,2.1,66,29,43.9,19,51,9,52.0,0.49,0.19,0.38,3.0,43.94
Ryan Sessegnon,"FW,DF",Fulham,eng Premier League,16,580,4,2,6,1.6,1.6,1.1,14,8,57.1,12,24,4,38.1,0.62,0.31,0.25,2.4,57.14
Stephan El Shaarawy,"DF,MF",Roma,it Serie A,31,1098,3,4,7,2.7,2.7,1.2,28,12,42.9,15,47,9,44.7,0.25,0.33,0.22,0.3,42.86
Luke Shaw,DF,Manchester Utd,eng Premier League,7,349,0,0,0,0.0,0.0,0.7,1,0,0.0,5,10,0,0.0,0.0,0.0,0.0,0.0,0.0
Alen Sherri,GK,Cagliari,it Serie A,7,621,0,0,0,0.0,0.0,0.0,0,0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,
Eldor Shomurodov,"FW,MF",Roma,it Serie A,27,1097,4,4,8,4.7,4.7,1.3,29,13,44.8,17,32,7,28.6,0.33,0.33,0.39,-0.7,44.83
Djibril Sidibé,DF,Toulouse,fr Ligue 1,28,2101,0,3,3,0.4,0.4,2.9,5,1,20.0,18,35,7,57.9,0.0,0.13,0.02,-0.4,20.0
Armindo Sieb,"FW,MF",Mainz 05,de Bundesliga,27,762,2,2,4,2.8,2.8,1.1,29,7,24.1,8,17,4,30.6,0.24,0.24,0.33,-0.8,24.14
Vincent Sierro,MF,Toulouse,fr Ligue 1,29,2402,5,1,6,4.2,2.7,3.6,30,7,23.3,30,63,4,42.9,0.19,0.04,0.16,0.8,23.33
Tim Siersleben,DF,Heidenheim,de Bundesliga,16,1182,0,0,0,0.6,0.6,0.5,4,2,50.0,6,15,0,50.0,0.0,0.0,0.05,-0.6,50.0
Kiliann Sildillia,DF,Freiburg,de Bundesliga,21,801,2,0,2,0.5,0.5,0.7,7,2,28.6,7,16,1,66.7,0.22,0.0,0.06,1.5,28.57
André Silva,FW,Werder Bremen,de Bundesliga,7,375,1,0,1,2.6,1.0,0.4,12,5,41.7,5,15,1,6.3,0.24,0.0,0.62,-1.6,41.67
Bernardo Silva,"MF,FW",Manchester City,eng Premier League,33,2670,4,4,8,3.9,3.9,5.1,32,11,34.4,53,92,8,45.9,0.13,0.13,0.13,0.1,34.38
Caio Henrique Oliveira Silva,DF,Monaco,fr Ligue 1,27,1929,0,6,6,0.2,0.2,5.0,4,1,25.0,35,64,9,73.7,0.0,0.28,0.01,-0.2,25.0
Fábio Silva,FW,Las Palmas,es La Liga,24,1866,10,3,13,8.8,6.4,2.0,46,20,43.5,16,43,5,39.6,0.48,0.14,0.42,1.2,43.48
Jota Silva,"FW,MF",Nott'ham Forest,eng Premier League,31,854,3,1,4,2.1,2.1,2.9,23,7,30.4,14,29,3,29.4,0.32,0.11,0.22,0.9,30.43
Rui Silva,GK,Betis,es La Liga,15,1350,0,0,0,0.0,0.0,0.1,0,0,0.0,2,5,0,0.0,0.0,0.0,0.0,0.0,
Marco Silvestri,GK,Empoli,it Serie A,5,450,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,
Abdallah Sima,"FW,MF",Brest,fr Ligue 1,27,1238,7,2,9,5.9,5.9,1.0,37,18,48.6,13,28,3,26.1,0.51,0.15,0.43,1.1,48.65
Giovanni Simeone,FW,Napoli,it Serie A,30,419,1,1,2,2.6,2.6,0.8,13,3,23.1,8,12,2,50.0,0.21,0.21,0.56,-1.6,23.08
Giuliano Simeone,MF,Atlético Madrid,es La Liga,33,1926,2,6,8,2.2,2.2,5.2,22,7,31.8,24,50,9,44.1,0.09,0.28,0.1,-0.2,31.82
Moses Simon,"FW,MF",Nantes,fr Ligue 1,32,2609,8,10,18,5.8,2.7,6.7,40,13,32.5,56,108,15,44.2,0.28,0.34,0.2,2.2,32.5
Unai Simón,GK,Athletic Club,es La Liga,21,1890,0,0,0,0.0,0.0,0.0,0,0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,
Xavi Simons,MF,RB Leipzig,de Bundesliga,25,2150,10,6,16,5.1,5.1,6.3,50,23,46.0,51,108,12,33.0,0.42,0.25,0.21,4.9,46.0
Danel Sinani,"FW,MF",St. Pauli,de Bundesliga,26,1250,2,2,4,1.7,1.7,3.0,35,12,34.3,24,60,4,45.5,0.14,0.14,0.12,0.3,34.29
Lassine Sinayoko,"FW,MF",Auxerre,fr Ligue 1,34,2299,5,8,13,6.5,5.7,5.5,60,16,26.7,37,96,20,38.4,0.2,0.31,0.25,-1.5,26.67
Wilfried Singo,DF,Monaco,fr Ligue 1,27,2096,1,2,3,1.9,1.9,1.5,17,5,29.4,7,19,2,46.2,0.04,0.09,0.08,-0.9,29.41
Jailson Siqueira,"DF,MF",Celta Vigo,es La Liga,13,614,0,0,0,0.1,0.1,0.0,4,2,50.0,1,8,0,75.0,0.0,0.0,0.01,-0.1,50.0
Ibrahim Sissoko,FW,Saint-Étienne,fr Ligue 1,20,819,3,1,4,4.3,3.5,0.6,21,4,19.0,7,21,1,27.3,0.33,0.11,0.47,-1.3,19.05
Ibrahima Sissoko,MF,Bochum,de Bundesliga,32,2610,2,1,3,1.7,1.7,1.6,25,8,32.0,27,65,3,52.5,0.07,0.03,0.06,0.3,32.0
Antonio Sivera,GK,Alavés,es La Liga,32,2810,0,0,0,0.0,0.0,0.1,0,0,0.0,1,11,0,0.0,0.0,0.0,0.0,0.0,
Tim Skarke,"FW,MF",Union Berlin,de Bundesliga,33,1164,0,2,2,2.1,2.1,1.2,20,9,45.0,16,34,4,41.7,0.0,0.15,0.16,-2.1,45.0
Ellyes Skhiri,MF,Eint Frankfurt,de Bundesliga,30,2231,1,2,3,1.4,1.4,1.4,13,2,15.4,22,49,5,73.3,0.04,0.08,0.06,-0.4,15.38
Oliver Skipp,MF,Leicester City,eng Premier League,24,1129,0,0,0,0.4,0.4,0.3,5,1,20.0,9,15,0,58.3,0.0,0.0,0.03,-0.4,20.0
Leo Skiri Østigård,DF,Rennes,fr Ligue 1,16,1227,1,0,1,0.7,0.7,0.2,6,2,33.3,2,8,0,50.0,0.07,0.0,0.05,0.3,33.33
Leo Skiri Østigård,DF,Hoffenheim,de Bundesliga,11,927,0,0,0,0.3,0.3,0.1,5,0,0.0,3,9,0,66.7,0.0,0.0,0.03,-0.3,0.0
Łukasz Skorupski,GK,Bologna,it Serie A,27,2364,0,0,0,0.0,0.0,0.0,0,0,0.0,0,4,0,100.0,0.0,0.0,0.0,0.0,
Andreas Skov Olsen,"FW,MF",Wolfsburg,de Bundesliga,12,535,1,1,2,0.8,0.8,1.9,7,1,14.3,18,32,1,28.6,0.17,0.17,0.13,0.2,14.29
Robert Skov,"DF,MF",Union Berlin,de Bundesliga,15,852,2,2,4,1.7,0.9,2.4,16,5,31.3,19,37,5,29.4,0.21,0.21,0.18,0.3,31.25
Milan Škriniar,DF,Paris S-G,fr Ligue 1,5,382,0,0,0,0.2,0.2,0.1,3,0,0.0,1,6,0,0.0,0.0,0.0,0.05,-0.2,0.0
